Demo Reference data - vertical profile
Distance Velocity
0	0.25
0.25	0.871245332
0.5	0.935910456
0.75	0.976814056
1	1.007306542
1.25	1.031836598
1.5	1.052467778
1.75	1.070335356
2	1.086134212
2.25	1.100322159
2.5	1.113217589
2.75	1.125051315
3	1.135996258
3.25	1.14618548
3.5	1.155723664
3.75	1.164694727
4	1.173167015
4.25	1.181196973
4.5	1.188831779
4.75	1.196111288
5	1.203069489
5.25	1.20973561
5.5	1.216134981
5.75	1.222289703
6	1.228219178
6.25	1.233940538
6.5	1.23946899
6.75	1.244818095
7	1.25
